begin,end,sampledSeconds,nVehEntered,nVehLeft,nVehSeen,meanSpeed,meanTimeLoss
1575,1620,419.9742139,24,24,48,42.7660308,0.637445399
1620,1665,160.7286166,1,14,15,35.606736,0.45067557
1665,1710,356.2848965,24,15,39,42.69010043,0.635464547
1710,1755,108.0397959,5,4,9,32.0381376,0.357578899
1755,1800,394.664292,25,21,46,45.61154421,0.711678416
1800,1845,103.6679382,3,8,11,40.08264087,0.567441817
1845,1890,229.5215555,8,20,28,46.91303074,0.74563126
1890,1935,172.9026639,14,4,18,42.7555152,0.637171071
1935,1980,44.61535624,0,4,4,34.6822776,0.426558538
1980,2025,48.40988449,2,5,7,52.39825509,0.888728372
0,45,149.2274981,6,10,17,43.35546918,0.655897204
45,90,325.2471736,13,16,32,39.5130528,0.555384743
90,135,91.80824903,6,5,11,45.75757353,0.718733033
135,180,183.3945074,14,11,25,49.8239735,0.825104604
180,225,186.5570838,9,11,20,41.7213288,0.613150282
225,270,223.9519723,2,16,18,32.4313296,0.370136359
270,315,309.5493415,13,21,34,43.4413152,0.65814282
315,360,155.9161685,5,9,14,33.99451817,0.411027276
360,405,338.366963,18,15,33,38.47961455,0.528351384
405,450,70.61867578,3,5,8,41.6308032,0.610782254
450,495,294.5544927,14,24,38,47.40105221,0.761724232
495,540,210.5563211,8,12,20,38.19467088,0.52089764
540,585,164.7185409,8,14,22,49.42198996,0.814589254
585,630,201.4876813,14,9,23,44.4069216,0.683401789
630,675,145.9457339,8,12,20,50.24884032,0.83621855
675,720,274.0364109,17,15,32,45.3265794,0.707458804
720,765,105.0725429,4,7,11,39.55295389,0.556428502
765,810,318.4003495,21,21,42,49.46642743,0.815751678
810,855,252.803861,4,20,24,37.4730264,0.502020388
855,900,329.9859584,22,11,33,39.58587229,0.557289603
900,945,60.10763205,4,4,8,48.5724708,0.792366971
945,990,186.0309075,11,14,25,48.79648051,0.798226765
990,1035,214.9053948,15,8,23,40.89896515,0.591638352
1035,1080,257.5013355,4,18,22,35.05709847,0.438822952
1080,1125,407.5748157,24,17,41,40.4631367,0.580237664
1125,1170,149.5231262,7,9,16,42.0491412,0.621725415
1170,1215,357.4927979,26,17,43,45.63383375,0.715496166
1215,1260,51.43032455,3,3,6,44.8586352,0.695218011
1260,1305,465.3660431,32,21,53,44.13032423,0.676166373
1305,1350,182.9100478,10,8,18,37.5111264,0.503017032
1350,1395,367.1297184,17,24,41,43.40438236,0.657176707
1395,1440,231.1679392,11,13,24,39.6040356,0.557764731
1440,1485,154.148115,3,17,20,48.84761376,0.799564342
1485,1530,369.3279315,18,24,42,43.41492823,0.657452573
1530,1575,325.3809331,9,24,33,38.84603956,0.537936571
1575,1620,422.7457698,24,22,46,42.38697224,0.630562622
1620,1665,162.4213797,3,14,17,40.7310336,0.587245488
1665,1710,449.2575944,24,22,46,40.93665433,0.59262425
1710,1755,79.80831863,2,5,7,32.89331931,0.38222139
1755,1800,383.4157027,24,22,46,45.9333335,0.723330678
1800,1845,125.7939554,3,9,12,38.5017264,0.5289298
1845,1890,303.9795876,16,21,37,47.2049856,0.756595392
1890,1935,184.0085444,12,8,20,44.69989536,0.69106559
1935,1980,25.04853235,1,2,3,44.2825632,0.68014874
1980,2025,25.69589302,0,4,4,56.043576,0.987801066
0,45,136.9041272,8,7,17,46.48465355,0.72305719
45,90,351.5689578,18,20,38,42.50978223,0.620336469
90,135,51.6176491,2,4,7,50.58147291,0.828929356
135,180,143.2997601,11,9,21,53.04460526,0.892582921
180,225,153.37304,10,8,19,46.55354779,0.724837591
225,270,191.6295053,4,11,16,33.7729068,0.394553527
270,315,341.9024266,12,20,35,42.44906057,0.618767268
315,360,180.3977759,5,12,17,38.44998212,0.515420974
360,405,323.8608369,18,13,31,38.62213223,0.519869768
405,450,77.45317481,5,4,9,45.3103488,0.692710187
450,495,331.4620646,14,30,45,49.77359616,0.808051779
495,540,181.7407894,10,9,19,40.40762476,0.566011407
540,585,176.1820865,9,13,22,47.21346458,0.741891509
585,630,181.8832554,14,8,22,45.85383491,0.706755242
630,675,108.9684162,5,11,16,53.1920196,0.896392481
675,720,269.6360863,14,20,34,47.7152208,0.754858158
720,765,100.7330061,6,5,11,43.28370589,0.640336613
765,810,318.0765966,24,19,43,49.758841,0.807670469
810,855,205.1557381,7,16,23,42.30920849,0.615153137
855,900,237.4656687,16,9,25,41.27923469,0.588536011
900,945,57.75584467,6,1,7,45.69544183,0.702661964
945,990,197.6586386,12,14,27,50.029872,0.814674595
990,1035,231.802617,14,11,25,41.73570317,0.60033231
1035,1080,243.1866306,5,15,20,34.05573072,0.401862412
1080,1125,324.1320345,20,13,33,41.75083898,0.600723458
1125,1170,183.4873405,5,15,20,43.75458864,0.652505413
1170,1215,313.9840985,21,17,38,46.80563343,0.731352121
1215,1260,66.31987275,5,2,7,41.06492023,0.582997583
1260,1305,396.0568739,24,23,47,44.79330424,0.679348449
1305,1350,194.7294784,13,7,20,40.23067392,0.56143855
1350,1395,319.9226284,17,23,40,47.20827744,0.74175746
1395,1440,242.4922669,12,16,28,43.63529863,0.649422657
1440,1485,95.35381024,4,9,13,52.10813908,0.868382268
1485,1530,250.3834374,13,18,31,46.92571014,0.734455207
1530,1575,297.0124935,15,16,31,40.08930178,0.557785137
1575,1620,335.3136816,25,14,39,45.50898462,0.697843439
1620,1665,194.1609176,2,17,19,39.29417432,0.537237034
1665,1710,405.7342035,27,15,42,41.67939703,0.598877217
1710,1755,91.53707873,5,4,9,39.1875264,0.534480982
1755,1800,365.0107784,22,23,45,47.35470336,0.745541476
1800,1845,120.5554895,6,6,12,39.488364,0.542255386
1845,1890,277.2491046,10,24,34,46.79737835,0.731138789
1890,1935,212.1319823,17,7,24,44.5248792,0.672411668
1935,1980,22.66601688,2,1,3,48.591216,0.777496088
1980,2025,39.29273022,3,3,6,55.0212768,0.94366511
0,45,134.0085494,5,10,17,46.65763652,0.730541885
45,90,330.4482603,20,15,36,43.223688,0.641578122
90,135,53.6076693,2,6,8,53.9093664,0.91841342
135,180,182.8453578,15,12,27,53.526944,0.908505952
180,225,187.2578193,10,10,20,42.89102928,0.632959888
225,270,198.1962575,5,9,16,31.7930022,0.345441817
270,315,340.5640581,18,18,37,43.65602621,0.652778766
315,360,143.3140282,1,14,15,38.69228736,0.52418252
360,405,275.5394846,13,14,27,38.937184,0.53052709
405,450,46.7452428,2,4,6,47.8212912,0.760688843
450,495,330.2515613,22,21,43,47.7934339,0.75996714
495,540,159.0492554,12,7,19,45.41757423,0.698415426
540,585,152.7438994,8,12,20,49.43081808,0.802387071
585,630,198.0793768,10,10,22,44.34457615,0.670617121
630,675,129.8858592,8,10,18,51.0771648,0.845039195
675,720,220.6392868,15,15,30,50.38087968,0.827000443
720,765,44.63863455,2,3,5,42.19919424,0.615036425
765,810,314.0338692,17,25,43,50.32891624,0.82565422
810,855,239.5952156,8,20,28,43.8665112,0.658231828
855,900,264.2813657,16,13,29,42.55705887,0.624307672
900,945,69.48491608,7,1,8,45.3917304,0.697745886
945,990,268.4774133,17,17,34,47.34182287,0.748267192
990,1035,282.3997909,22,8,30,41.58618048,0.599154996
1035,1080,178.9073269,4,14,18,41.215056,0.589540224
1080,1125,352.0784888,24,11,35,40.06827648,0.559830454
1125,1170,166.5373156,4,15,19,43.82594072,0.657180764
1170,1215,341.1830704,22,18,40,45.3121776,0.695684901
1215,1260,107.2458201,6,5,11,42.83082851,0.631400259
1260,1305,397.6627936,23,26,49,45.89004108,0.710655687
1305,1350,248.4789282,11,11,22,34.23663229,0.408749268
1350,1395,350.3645295,24,17,41,44.85948269,0.683956874
1395,1440,256.7448454,7,22,29,42.77462301,0.629944135
1440,1485,90.09665057,2,10,12,51.0756408,0.844999713
1485,1530,331.5644946,23,15,38,43.73296067,0.654771917
1530,1575,279.4954551,8,21,29,39.40975713,0.542770105
1575,1620,434.0015854,26,22,48,42.3945558,0.620097683
1620,1665,161.8124755,5,12,17,41.65081242,0.600829424
1665,1710,478.3623921,29,16,45,38.76641472,0.526102947
1710,1755,95.82671347,1,8,9,36.338256,0.463196315
1755,1800,346.6558719,17,27,44,47.19525971,0.744470161
1800,1845,138.9264684,10,5,15,41.60446848,0.599628785
1845,1890,270.5490545,15,17,33,46.88810444,0.736512648
1890,1935,166.9048194,13,5,18,44.3246256,0.670100259
1935,1980,32.43765241,1,3,4,47.3229432,0.747778074
1980,2025,33.23426651,4,1,5,54.44483904,0.932285982
0,45,143.2317259,8,8,18,46.152816,0.70158144
45,90,339.3445358,21,13,35,41.17025911,0.574212258
90,135,69.3057403,3,6,9,47.9182176,0.746710429
135,180,164.261509,10,13,23,52.87076703,0.87331253
180,225,215.5847856,10,11,22,39.50058371,0.531530318
225,270,174.9754045,7,9,17,37.25459238,0.474116006
270,315,443.9488488,19,23,43,40.09129384,0.546630651
315,360,155.4216181,3,12,15,36.13635648,0.445530523
360,405,219.7007477,11,13,24,42.0907464,0.597742689
405,450,78.8159151,4,5,9,42.5708064,0.610014471
450,495,369.694408,24,23,47,46.71774659,0.716022769
495,540,114.648398,5,8,13,42.76944222,0.615092201
540,585,157.9344347,9,12,21,48.50552366,0.761723744
585,630,155.9826045,12,6,18,43.1743104,0.625441853
630,675,149.5528898,9,12,21,51.05539337,0.826906104
675,720,198.1826829,14,13,27,50.141632,0.803547607
720,765,104.2344049,6,6,12,42.720768,0.613847941
765,810,393.3685655,29,24,53,49.32480634,0.78266708
810,855,191.0956638,8,15,23,44.19653009,0.651572871
855,900,244.1694279,19,8,27,42.923968,0.619042346
900,945,49.31332082,3,3,6,45.2774304,0.679203943
945,990,207.1643128,7,18,25,44.76595162,0.666129003
990,1035,257.3860434,15,13,29,42.70462411,0.613435255
1035,1080,228.40154,2,20,22,39.57938836,0.533544803
1080,1125,320.5373033,25,9,34,41.33389214,0.578395211
1125,1170,176.0519833,5,16,21,45.2957184,0.67967144
1170,1215,428.4749445,25,23,48,43.380279,0.630707032
1215,1260,67.12541384,4,2,6,35.0836992,0.418621428
1260,1305,345.6551939,18,22,41,44.30281381,0.654289804
1305,1350,234.1752017,16,6,22,35.69401964,0.43422306
1350,1395,352.0809591,16,24,40,42.8021496,0.6159283
1395,1440,232.9633981,15,10,25,40.21004506,0.54966629
1440,1485,159.8477065,5,17,22,50.49183796,0.812499928
1485,1530,402.7009359,28,14,42,40.26965349,0.551190061
1530,1575,334.0742403,16,16,32,35.9012871,0.439521441
1575,1620,430.1118354,24,20,44,38.95817825,0.517664799
1620,1665,157.1904085,9,8,17,41.91480508,0.593245098
1665,1710,407.7509134,22,19,41,39.78148496,0.538711001
1710,1755,136.1555153,6,8,14,37.66491977,0.484605211
1755,1800,327.9917034,23,19,42,46.92857554,0.721412193
1800,1845,125.7238091,9,6,15,44.79316416,0.666824638
1845,1890,238.0480769,15,15,30,46.76497632,0.717230104
1890,1935,195.7070175,12,10,22,44.54258531,0.660419087
1935,1980,23.76259271,3,0,3,46.396656,0.707814726
1980,2025,47.18312409,6,1,7,53.91250149,0.899942405
0,45,175.7439844,9,13,22,46.05383913,0.700841144
45,90,260.5765985,15,10,28,42.42045291,0.607819625
90,135,82.49271336,4,5,11,49.89132655,0.799088038
135,180,192.4944855,13,14,29,54.40579101,0.914666818
180,225,187.4996102,9,10,20,41.1123384,0.574329433
225,270,194.8121149,7,13,21,41.9087808,0.594719856
270,315,394.7490806,23,19,42,42.3513504,0.60605047
315,360,191.5181065,6,13,19,37.64363419,0.485524083
360,405,201.8081304,11,11,23,43.43940689,0.633906762
405,450,63.037835,4,4,8,47.5273116,0.73856481
450,495,303.8171249,23,16,40,48.1939092,0.755630962
495,540,151.590636,10,8,18,44.9037456,0.671396587
540,585,165.1558664,9,14,23,50.54644174,0.815860219
585,630,178.7027944,13,8,22,44.82887564,0.669479775
630,675,199.965565,10,17,27,49.538128,0.790045491
675,720,213.4235881,20,8,28,48.3873048,0.760582253
720,765,72.28766317,2,7,9,47.463456,0.736929987
765,810,315.3641064,27,17,44,50.78137025,0.821874831
810,855,118.949262,4,10,14,43.39664023,0.632811856
855,900,237.6365653,12,14,26,42.69558683,0.61486357
900,945,69.33035998,3,6,9,47.615856,0.740831713
945,990,303.8302238,19,20,39,47.47986831,0.737350173
990,1035,157.4491415,9,10,19,44.92726333,0.671998685
1035,1080,279.0004903,15,14,29,40.92211167,0.569459271
1080,1125,240.7185946,16,13,29,45.47885065,0.686120358
1125,1170,163.0387703,6,14,20,46.2009744,0.704608084
1170,1215,408.225671,26,21,47,44.60069658,0.663637962
1215,1260,58.57161876,3,4,7,47.14385143,0.728747509
1260,1305,468.5530733,31,26,57,44.86912674,0.670510279
1305,1350,231.6093912,8,14,22,35.58080029,0.432711656
1350,1395,361.261826,17,26,43,45.1022909,0.67647972
1395,1440,248.3173481,16,12,28,41.71662617,0.589800336
1440,1485,154.4797489,6,16,22,51.65495476,0.844240237
1485,1530,388.5225507,25,20,45,43.80439296,0.643251092
1530,1575,328.3440446,14,19,33,39.50407505,0.533154867
1575,1620,509.4199569,34,20,54,40.8842464,0.568489849
1620,1665,211.0392552,10,12,22,41.08316073,0.57358243
1665,1710,480.3847131,33,21,54,43.4063648,0.633060823
1710,1755,119.8210838,4,8,12,37.1456712,0.472775294
1755,1800,328.0839182,24,20,44,49.11924044,0.779321182
1800,1845,114.2172969,9,6,15,48.42955008,0.761663812
1845,1890,270.8560981,16,20,36,48.7241088,0.769205069
1890,1935,275.6640983,19,11,30,43.4504592,0.634189722
1935,1980,9.286271993,1,0,1,38.7669024,0.514281861
1980,2025,38.43080642,5,1,6,56.2575456,0.962075218
0,45,140.7562072,10,7,17,45.86436762,0.688672269
45,90,222.6722478,15,8,26,44.75594105,0.660471323
90,135,74.99985041,3,7,10,49.72104864,0.78679519
135,180,184.1197621,12,14,26,52.86230806,0.866716123
180,225,226.961824,14,12,26,43.94099963,0.639737322
225,270,153.8365077,6,10,16,40.9648914,0.564018218
270,315,413.1491381,29,17,46,43.94534838,0.639847964
315,360,213.7470463,5,16,21,36.72073646,0.456037061
360,405,188.1860947,13,8,21,43.19834606,0.62084249
405,450,71.23156566,3,4,7,36.9893088,0.462870165
450,495,319.97698,17,24,41,47.16430595,0.721745719
495,540,165.9763259,13,6,19,43.71159259,0.633900674
540,585,97.07354621,4,9,13,48.62891742,0.759008835
585,630,238.1498243,18,13,31,47.74831618,0.736604295
630,675,213.2935579,11,14,25,44.26515302,0.647984537
675,720,180.3371822,14,11,25,50.59470298,0.809022985
720,765,84.64813802,6,3,9,39.7715232,0.53365616
765,810,333.7574305,24,21,45,49.45343424,0.779986458
810,855,191.9489607,2,21,23,43.93413704,0.639562721
855,900,220.51766,17,7,24,42.5566332,0.604515825
900,945,88.47478487,6,6,12,49.4498376,0.779894951
945,990,226.1321592,12,16,29,47.83384055,0.738780234
990,1035,226.692137,12,17,29,47.7275179,0.736075139
1035,1080,205.3502699,7,17,24,44.2446156,0.647462017
1080,1125,257.6353313,18,12,30,45.25219296,0.673097124
1125,1170,128.1183019,8,9,17,48.67727718,0.76023922
1170,1215,452.8533409,25,24,49,42.89648209,0.61316237
1215,1260,101.5854332,6,7,13,48.19506978,0.747970744
1260,1305,391.5767678,30,20,50,47.11193626,0.720413312
1305,1350,287.8998708,12,16,28,37.0277136,0.463847272
1350,1395,291.1304121,15,19,34,44.43725816,0.652363291
1395,1440,297.0867369,16,19,35,43.98180398,0.640775479
1440,1485,94.80316879,5,9,14,53.39599611,0.880294387
1485,1530,350.6072697,22,20,42,44.98560617,0.666314538
1530,1575,356.7864966,13,22,35,38.17844681,0.493124597
1575,1620,520.6358404,34,18,52,39.81818105,0.534843244
1620,1665,233.1761987,9,13,22,37.93596218,0.486955225
1665,1710,366.9291054,22,18,40,42.3700956,0.599769875
1710,1755,122.7139559,6,5,11,34.44561425,0.398152669
1755,1800,327.4189084,23,19,42,46.93197189,0.715834601
1800,1845,101.3822366,6,8,14,50.54698697,0.807808979
1845,1890,240.2906724,13,14,30,46.1881728,0.696910625
1890,1935,198.6027705,8,16,24,46.4016852,0.702342876
1935,1980,25.2018502,2,1,3,44.0704224,0.643030137
1980,2025,25.44767978,2,2,4,56.5867296,0.961474055
0,45,142.8154206,11,6,17,46.59309064,0.686319083
45,90,282.2981585,17,14,32,42.8923323,0.593822717
90,135,71.50134763,4,4,8,46.8346536,0.692356683
135,180,213.0413553,13,14,29,51.9781536,0.820912782
180,225,200.8105578,6,15,23,44.78763005,0.641193591
225,270,188.5883563,5,14,20,42.1684704,0.575730589
270,315,286.4845034,19,12,32,43.8143904,0.616868541
315,360,185.1203877,5,14,19,38.42559057,0.482181443
360,405,217.9093421,14,11,25,44.61584371,0.636899981
405,450,28.80270521,1,2,3,41.1955488,0.551413488
450,495,340.1250934,23,20,44,48.45463789,0.7328464
495,540,202.1401884,15,9,24,44.3008512,0.629027091
540,585,168.7577921,7,16,23,50.24397412,0.777568882
585,630,198.7620762,12,13,25,48.61477094,0.736848749
630,675,204.2391791,8,15,23,44.39833419,0.631463571
675,720,226.7646649,21,10,31,51.46137012,0.80799635
720,765,87.62761249,3,6,9,39.0192768,0.497019974
765,810,312.0432435,18,23,42,49.8348,0.767342027
810,855,208.5367688,7,19,26,45.61350757,0.661835487
855,900,181.8923512,13,10,23,47.89293245,0.718807193
900,945,136.4555398,6,10,16,45.8786484,0.668462389
945,990,181.6716992,8,16,24,48.9277152,0.744670445
990,1035,218.3170697,16,13,29,48.76615018,0.740632306
1035,1080,264.476765,13,15,28,41.48580549,0.558668133
1080,1125,287.9885662,22,8,30,42.94058976,0.595028859
1125,1170,128.2272283,11,6,17,49.18589873,0.751123457
1170,1215,369.0550849,24,17,41,43.483333,0.608594127
1215,1260,91.83461586,7,5,12,48.1267008,0.724649975
1260,1305,389.911268,22,27,49,46.55288777,0.685314257
1305,1350,191.9833109,11,8,19,38.19978189,0.476537604
1350,1395,313.9406806,16,20,36,44.3410848,0.630032685
1395,1440,302.2133982,17,17,34,44.00964169,0.621748631
1440,1485,115.8686819,7,10,17,53.1522432,0.850257855
1485,1530,319.386038,27,11,38,45.06557836,0.648140601
1530,1575,257.1913384,10,20,30,43.5382416,0.609966507
1575,1620,469.3969781,26,23,49,41.75956565,0.565510466
1620,1665,238.4061821,10,11,21,34.99487177,0.396434417
1665,1710,348.7235694,28,11,40,43.94661264,0.62017329
1710,1755,155.8761441,7,5,12,29.6329608,0.262419376
1755,1800,291.744687,16,21,37,47.76252246,0.71554774
1800,1845,124.8005121,9,9,18,52.2603984,0.827967179
1845,1890,261.1382634,12,20,32,45.917739,0.669439415
1890,1935,199.6781553,16,8,24,46.0670148,0.673170399
1935,1980,25.0728853,2,1,3,44.5056768,0.634146481
1980,2025,14.56654283,1,1,2,50.365152,0.78059759
0,45,153.7569582,6,10,16,42.060114,0.5826668
45,90,216.2920517,18,10,29,49.76770196,0.777076809
90,135,54.9096184,2,5,7,49.20987291,0.763006577
135,180,226.1254771,15,16,32,52.6564098,0.849939256
180,225,214.0242312,10,10,21,39.51357531,0.518434953
225,270,231.5195072,11,13,27,44.9100448,0.654551166
270,315,270.1396078,16,13,30,45.043344,0.657913398
315,360,177.9900247,5,13,18,37.7604528,0.474215598
360,405,184.4405982,16,7,24,49.1613444,0.761782533
405,450,64.29726935,4,3,7,45.12328869,0.659929858
450,495,412.9258371,19,28,47,43.68154948,0.623564586
495,540,98.90122009,7,5,12,45.710856,0.674750184
540,585,163.7051716,13,9,23,51.12466059,0.811303644
585,630,145.4068436,10,7,17,45.22729976,0.66255335
630,675,198.6709447,11,11,24,46.8003636,0.702231049
675,720,220.6232892,18,10,28,49.99952263,0.782924067
720,765,133.9168171,6,6,13,41.76500898,0.575223308
765,810,369.4588932,31,18,49,49.36819474,0.76699996
810,855,190.2146857,5,14,19,38.80386341,0.50053375
855,900,184.2016214,16,7,24,48.6419652,0.748682129
900,945,56.86603125,2,4,6,41.0144976,0.556293011
945,990,166.728905,11,12,23,50.83221162,0.803927146
990,1035,188.2931954,13,12,25,49.06860595,0.759443373
1035,1080,377.0843442,19,21,40,40.75380216,0.549717439
1080,1125,209.7585076,14,8,22,43.80491389,0.626676231
1125,1170,201.4610339,8,15,23,45.33865544,0.665362096
1170,1215,348.398139,29,10,39,42.83978068,0.602332486
1215,1260,68.18123783,4,4,8,46.586394,0.696834052
1260,1305,391.9696877,25,21,46,44.24042129,0.63766112
1305,1350,192.0762471,10,6,16,32.5768716,0.343469109
1350,1395,410.1767313,24,24,48,44.4014352,0.641722406
1395,1440,173.2141536,12,6,18,40.5957024,0.545729658
1440,1485,168.219344,9,12,22,48.22595476,0.738189016
1485,1530,234.2195035,18,9,27,43.5490112,0.620221547
1530,1575,277.4367429,17,14,31,42.21094575,0.586471259
1575,1620,269.9978235,23,6,29,42.59300425,0.596107995
1620,1665,263.0593033,5,19,24,35.4439728,0.415786567
1665,1710,328.2188085,20,16,36,42.4558968,0.592649707
1710,1755,63.68639311,2,4,6,41.5302192,0.569301159
1755,1800,327.3644854,25,14,39,44.83964382,0.652775428
1800,1845,82.85583118,3,9,12,52.5880584,0.848215215
1845,1890,279.6058848,14,20,34,45.32411859,0.66499543
1890,1935,106.9614283,9,4,13,46.59219692,0.69698042
1935,1980,64.40818534,4,1,5,29.45318976,0.264679866
1980,2025,41.49025433,5,1,6,52.5249648,0.846623793
0,45,148.3222002,10,6,17,45.85274936,0.65084758
45,90,229.1279786,13,16,29,47.12931112,0.682281448
90,135,89.3549424,7,6,13,54.33983778,0.85983239
135,180,150.5098765,11,10,21,52.0366752,0.803119655
180,225,190.6347468,16,8,24,47.0760552,0.680970082
225,270,124.8045453,6,10,16,48.8687364,0.725112799
270,315,276.1934077,21,13,35,48.93806098,0.726819837
315,360,216.5756372,10,9,20,35.07071472,0.385352353
360,405,208.5976313,20,7,27,48.5379776,0.716968243
405,450,28.61569589,2,1,3,40.6834848,0.523560374
450,495,398.4168992,28,22,50,47.24229312,0.6850635
495,540,161.741054,10,10,20,48.30720336,0.711285692
540,585,146.2445568,8,12,20,49.6162584,0.74351967
585,630,178.4247761,15,8,23,49.10423416,0.730911661
630,675,191.1956241,7,13,20,41.6609784,0.547630032
675,720,217.3305004,21,9,30,51.92731296,0.800426736
720,765,111.3359446,4,5,9,33.5913984,0.348925887
765,810,324.1685296,25,17,43,49.86907937,0.749745096
810,855,252.774689,10,17,27,41.2565088,0.537670432
855,900,149.0410069,13,8,21,51.56223223,0.791437042
900,945,124.2794596,5,7,12,41.3098488,0.538983868
945,990,187.8773791,11,16,27,52.0102592,0.802469192
990,1035,245.7262899,20,11,31,47.60566978,0.694011233
1035,1080,273.1112222,16,15,31,43.13726245,0.583981832
1080,1125,213.1184982,19,6,25,46.44874022,0.665523171
1125,1170,180.4382659,14,7,21,45.25966491,0.636243556
1170,1215,405.858791,30,16,46,44.13117037,0.608455673
1215,1260,98.4997578,4,8,12,45.3807576,0.639225325
1260,1305,297.3080937,24,13,37,46.43125492,0.665092615
1305,1350,218.7069233,10,11,21,39.65622171,0.498265199
1350,1395,379.6567388,22,19,41,41.39181026,0.541002075
1395,1440,276.8109104,19,9,29,42.49500579,0.568166999
1440,1485,127.1709312,6,13,19,53.95672269,0.850398621
1485,1530,324.7488626,24,17,41,47.29223274,0.686293206
1530,1575,212.6920741,6,17,23,42.71424793,0.573565585
1575,1620,342.4548384,31,8,39,44.3484,0.613804704
1620,1665,342.7806513,13,19,32,35.9647236,0.407366296
1665,1710,263.0804276,22,9,31,45.18103494,0.634307383
1710,1755,97.42448286,4,6,10,40.87806912,0.528351789
1755,1800,327.6904451,23,16,39,45.02449329,0.630452725
1800,1845,156.5783992,10,11,21,50.33014354,0.761098272
1845,1890,261.8345941,19,15,34,48.66791802,0.720167877
1890,1935,122.7072071,7,10,17,52.1427456,0.805731517
1935,1980,122.8268512,4,5,9,29.096208,0.238236983
1980,2025,25.26705182,1,3,4,56.9982096,0.925291745
0,45,97.92816941,8,3,12,47.836836,0.679390699
45,90,213.5328916,17,10,29,49.9042944,0.729421593
90,135,104.9078422,7,7,14,52.62711634,0.795311779
135,180,147.1697938,12,9,21,53.1229824,0.807311354
180,225,217.391714,14,12,28,47.89940709,0.68090487
225,270,122.6936651,9,7,17,51.16100273,0.759832963
270,315,266.1984503,15,13,29,43.65093352,0.578095095
315,360,236.4602168,9,10,20,33.44893488,0.331214618
360,405,198.8091669,19,8,27,50.7626112,0.750192196
405,450,57.56628274,1,5,7,48.85560823,0.704044199
450,495,321.7352062,23,18,42,48.68683611,0.699960044
495,540,109.9412847,9,5,14,48.02716183,0.683996436
540,585,175.1457707,14,7,21,47.27343497,0.665756829
585,630,166.5782434,12,11,23,51.86651729,0.77690587
630,675,310.8465066,23,10,33,43.24546735,0.568283128
675,720,211.279305,19,11,30,53.3022048,0.811648397
720,765,74.06280925,4,2,6,32.7336912,0.313906274
765,810,380.2402433,39,12,51,50.17667802,0.736013066
810,855,212.7901449,7,15,22,41.17243942,0.518117455
855,900,164.2947904,18,4,22,51.3033264,0.763277086
900,945,113.7881925,5,7,12,43.9012584,0.584152764
945,990,163.8463226,8,16,24,53.272944,0.810940308
990,1035,193.9702352,18,10,28,52.43783554,0.79073133
1035,1080,226.0418979,16,13,29,47.97156811,0.682651111
1080,1125,217.0691882,20,4,24,44.7493644,0.604676273
1125,1170,202.4726096,11,13,24,46.2169764,0.640191349
1170,1215,295.7600612,23,12,35,45.59072997,0.625036669
1215,1260,83.75602869,2,9,11,48.73519244,0.70113023
1260,1305,287.609063,19,16,35,45.81739666,0.630521828
1305,1350,249.39118,13,10,23,39.04647026,0.466670645
1350,1395,392.7335373,21,22,43,42.08732272,0.540256923
1395,1440,298.0725341,18,13,31,42.88594994,0.559583084
1440,1485,122.7881523,7,10,17,51.60056019,0.770469913
1485,1530,277.6195292,22,11,33,46.44586735,0.645730333
1530,1575,314.7362757,14,21,35,42.80614683,0.557651911
1575,1620,333.8377969,22,15,37,43.3778509,0.571486707
1620,1665,322.1682048,15,15,30,36.841176,0.413304229
1665,1710,255.0082919,16,15,31,46.59086276,0.64923911
1710,1755,174.5996047,11,3,14,33.75076526,0.338518679
1755,1800,295.6044913,22,12,34,43.71983068,0.579762354
1800,1845,130.4995454,7,10,17,50.25994221,0.738027995
1845,1890,206.9178123,13,14,27,48.4969312,0.695364492
1890,1935,122.7541395,12,5,17,52.93472358,0.802755636
1935,1980,141.8883893,7,5,12,33.2439264,0.326253571
1980,2025,26.21580214,2,2,4,55.0231056,0.853292866
0,45,124.7509422,9,5,15,45.47713536,0.663723616
45,90,213.7987986,19,8,27,47.5110048,0.714794815
90,135,99.83601686,7,3,11,47.21496087,0.707361044
135,180,194.3714436,10,15,26,50.07352874,0.77914072
180,225,237.4745731,26,3,30,46.89628416,0.699358957
225,270,146.1382295,10,9,20,50.94286992,0.800970192
270,315,314.8042287,22,13,35,42.76946633,0.595733065
315,360,196.214036,8,8,17,34.82250353,0.396181948
360,405,160.7677686,12,8,20,46.67774256,0.693871298
405,450,43.93796679,2,2,4,34.2570816,0.381983998
450,495,446.4384294,39,14,54,45.1945248,0.656627162
495,540,149.5794608,10,9,19,47.64794021,0.718233313
540,585,204.647792,9,14,24,43.51401,0.614428826
585,630,148.4248492,10,7,17,43.84085421,0.622636003
630,675,288.7019693,15,15,30,40.754808,0.545144264
675,720,220.8248884,24,5,29,49.12182025,0.755242975
720,765,105.2320172,6,2,8,30.943296,0.29877364
765,810,334.3570617,25,18,43,47.10852703,0.704688452
810,855,224.4753201,13,11,24,40.1965668,0.531126625
855,900,131.5820213,11,5,16,46.3100166,0.684637566
900,945,107.8236461,3,8,11,41.28565876,0.558474119
945,990,156.8270139,9,10,20,48.46246848,0.738686413
990,1035,202.4179382,15,11,26,47.61773169,0.717474766
